"CountryCode","geoId","Country","Date","Rt","Rt.lo.05","Rt.hi.95"
"DZA","DZ","Algeria",2020-03-31,3.66376906822885,2.52632733966657,4.97438848461645
"DZA","DZ","Algeria",2020-04-01,3.80590659963013,2.79959317437556,4.93929239987727
"DZA","DZ","Algeria",2020-04-02,4.9885404160957,3.98644758455628,6.08353576297071
"DZA","DZ","Algeria",2020-04-03,4.44491973267556,3.64581098781862,5.3096185381549
"DZA","DZ","Algeria",2020-04-04,3.86305309486629,3.25034495258021,4.51966142312735
"DZA","DZ","Algeria",2020-04-05,3.13927545909111,2.67952115783363,3.62926540345275
"DZA","DZ","Algeria",2020-04-06,2.50024557476097,2.15081241350608,2.87153770162894
"DZA","DZ","Algeria",2020-04-07,1.99923665137364,1.72585544010998,2.28932582968192
"DZA","DZ","Algeria",2020-04-08,1.42798884690738,1.22054597963857,1.64895613585362
"DZA","DZ","Algeria",2020-04-09,1.33705856834872,1.15088288978131,1.53483458951914
"DZA","DZ","Algeria",2020-04-10,1.18064233497192,1.01376378689971,1.35808664025609
"DZA","DZ","Algeria",2020-04-11,1.0841099171203,0.929095851573784,1.24906047549683
"DZA","DZ","Algeria",2020-04-12,1.01776547626812,0.870506562671664,1.17458397636813
"DZA","DZ","Algeria",2020-04-13,0.997762077756002,0.853397424970919,1.15149843071631
"DZA","DZ","Algeria",2020-04-14,0.99967990633252,0.855611395248751,1.15306120070779
"DZA","DZ","Algeria",2020-04-15,0.836051383085236,0.704704590558876,0.976712966828046
"DZA","DZ","Algeria",2020-04-16,0.766837137806079,0.640895431585366,0.902148810488436
"DZA","DZ","Algeria",2020-04-17,0.762012088339315,0.63487787628026,0.898767488416182
"DZA","DZ","Algeria",2020-04-18,0.664916131250587,0.54386493751112,0.796040403395499
"DZA","DZ","Algeria",2020-04-19,0.591386268154591,0.474395940373736,0.719040761848081
"DZA","DZ","Algeria",2020-04-20,0.596161066413099,0.474495138541034,0.729305415839085
"DZA","DZ","Algeria",2020-04-21,0.631332739969141,0.500365041101523,0.774882154069427
"DZA","DZ","Algeria",2020-04-22,0.672928345646612,0.530950422340261,0.828804109102178
"DZA","DZ","Algeria",2020-04-23,0.592433043754575,0.4535696633876,0.746586833619845
