Category,Rate,Hotwords
anger,0.0413,"[('death', 8), ('case', 6), ('test', 5), ('crisis', 3), ('bad', 3), ('infection', 3), ('health', 3), ('time', 2), ('surgeon', 2), ('article', 2), ('long', 2), ('drug', 2), ('number', 2), ('stats', 2), ('problem', 2), ('ministry', 2), ('outbreak', 2), ('sense', 2), ('positive', 2), ('complete', 2)]"
anticipation,0.2302,"[('test', 17), ('dont', 11), ('pandemic', 10), ('health', 10), ('spread', 10), ('government', 10), ('work', 9), ('outbreak', 9), ('case', 9), ('die', 9), ('stay', 9), ('today', 8), ('quarantine', 7), ('death', 7), ('life', 7), ('response', 7), ('crisis', 7), ('start', 7), ('democrat', 6), ('china', 6)]"
disgust,0.0071,"[('love', 4), ('good', 2), ('god', 2), ('morning', 2), ('journey', 1), ('sense', 1), ('morninghave', 1), ('pictwittercomhtjyitfa', 1), ('life', 1), ('smile', 1), ('hold', 1), ('rejuvenate', 1), ('nice', 1), ('literally', 1), ('happy', 1), ('berrytrendzja', 1), ('shine', 1), ('choice', 1), ('stay', 1), ('safe', 1)]"
fear,0.0035,"[('month', 2), ('anticipation', 1), ('doctor', 1), ('team', 1), ('work', 1), ('admits', 1), ('interview', 1), ('ae', 1), ('sport', 1), ('postpone', 1), ('return', 1), ('rlly', 1), ('wait', 1), ('tokyo', 1), ('academic', 1), ('pressure', 1), ('hannahs', 1), ('change', 1), ('australia', 1), ('olympics', 1)]"
confident,0.0,[]
empathetic,0.1712,"[('stay', 14), ('crisis', 11), ('support', 10), ('dont', 10), ('pandemic', 10), ('watch', 9), ('share', 9), ('challenge', 8), ('time', 8), ('service', 8), ('live', 8), ('friend', 7), ('god', 7), ('life', 7), ('safe', 7), ('work', 6), ('love', 6), ('update', 6), ('business', 6), ('medical', 6)]"
optimism,0.2196,"[('pandemic', 14), ('stay', 13), ('crisis', 12), ('support', 10), ('dont', 10), ('update', 9), ('watch', 9), ('share', 9), ('challenge', 8), ('time', 8), ('news', 8), ('friend', 7), ('safe', 7), ('spread', 7), ('live', 7), ('love', 6), ('test', 6), ('work', 6), ('positive', 6), ('late', 6)]"
pessimism,0.0708,"[('stay', 6), ('health', 4), ('work', 4), ('death', 4), ('life', 4), ('sick', 4), ('airport', 4), ('problem', 4), ('million', 4), ('bad', 4), ('dont', 4), ('test', 3), ('parent', 3), ('wake', 3), ('face', 3), ('drug', 3), ('crisis', 3), ('goa', 3), ('fear', 3), ('shut', 3)]"
sadness,0.0,[]
surprise,0.2527,"[('test', 18), ('case', 14), ('dont', 12), ('spread', 12), ('work', 11), ('death', 11), ('die', 11), ('country', 10), ('health', 10), ('stay', 10), ('outbreak', 9), ('pandemic', 9), ('today', 9), ('life', 8), ('china', 7), ('government', 7), ('response', 7), ('crisis', 7), ('start', 7), ('democrat', 6)]"
trust,0.0035,"[('bad', 2), ('heat', 2), ('damage', 1), ('effect', 1), ('failure', 1), ('class', 1), ('stroke', 1), ('crisis', 1), ('organ', 1), ('garage', 1), ('socioeconomic', 1), ('brain', 1), ('exhaustion', 1), ('ruin', 1), ('poor', 1), ('suffer', 1), ('feel', 1), ('season', 1), ('sale', 1), ('ill', 1)]"
