Category,Rate,Hotwords
anger,0.6345399683516311,"[('حالة', 5802), ('ءلى', 5796), ('الصحة', 5583), ('جديدة', 5199), ('ءصابة', 4452), ('السعودية', 3414), ('وزارة', 3362), ('الكويت', 3249), ('عاجل', 3229), ('تسجيل', 3170), ('وفاة', 3015), ('حالات', 2518), ('وباء', 2249), ('مصر', 2226), ('اليمن', 2083), ('انتشار', 2078), ('تركيا', 2057), ('حظر', 2043), ('ءزمة', 2001), ('البيت', 1965)]"
disgust,0.38418367848402346,"[('ءلى', 2632), ('الصحة', 2225), ('الكويت', 1904), ('السعودية', 1885), ('حالة', 1822), ('جديدة', 1706), ('ءصابة', 1698), ('تركيا', 1655), ('وباء', 1577), ('مصر', 1480), ('اليمن', 1399), ('ءزمة', 1340), ('الصين', 1318), ('وزارة', 1305), ('انتشار', 1203), ('عاجل', 1173), ('وفاة', 1095), ('حظر', 1068), ('الدول', 1038), ('دفن', 999)]"
fear,0.13356201409433574,"[('حالة', 1510), ('ءلى', 1176), ('الصحة', 1150), ('للوقاية', 1058), ('جديدة', 915), ('تركيا', 866), ('وباء', 845), ('عدوى', 809), ('الوباء', 731), ('حالات', 705), ('قناة', 659), ('ءصابة', 646), ('عاجل', 646), ('الفيروس', 636), ('حظر', 595), ('وزارة', 585), ('تسجيل', 565), ('الرعب', 529), ('انتشار', 518), ('التجول', 511)]"
sadness,0.3098394975575715,"[('حالة', 5076), ('جديدة', 4647), ('ءلى', 4046), ('ءصابة', 3675), ('الصحة', 3212), ('وفاة', 3049), ('تسجيل', 2709), ('حالات', 2131), ('وزارة', 1848), ('وفيات', 1759), ('عاجل', 1624), ('الوفيات', 1526), ('يعيق', 1308), ('الءصابات', 1292), ('تسجل', 1277), ('مكافحه', 1226), ('ءجمالي', 1194), ('الحالات', 1130), ('ارتفاع', 1064), ('تعلن', 966)]"
pessimism,0.2706328690917311,"[('حالة', 3307), ('جديدة', 3204), ('ءصابة', 2602), ('ءلى', 2387), ('وفاة', 1915), ('الصحة', 1710), ('تسجيل', 1550), ('حالات', 1118), ('وزارة', 933), ('وفيات', 908), ('تسجل', 907), ('السعودية', 849), ('الوفيات', 827), ('ءزمة', 762), ('الءصابات', 728), ('مصر', 709), ('الصين', 703), ('الكويت', 698), ('الحالات', 696), ('وباء', 653)]"
anticipation,0.21701738694553926,"[('الصحة', 1874), ('للوقاية', 1698), ('السعودية', 1588), ('قناة', 1446), ('ءلى', 1433), ('عدوى', 1430), ('انتشار', 1381), ('حالة', 1360), ('وزارة', 1231), ('التجول', 1142), ('عاجل', 1100), ('الكويت', 1041), ('ونصاءح', 916), ('اليمن', 872), ('حظر', 872), ('السياسية', 864), ('ءزمة', 855), ('البيت', 843), ('وباء', 827), ('ءءخر', 823)]"
trust,0.011843566633576757,"[('اللهم', 278), ('ءلا', 105), ('المدينه', 103), ('السعودية', 100), ('بالله', 100), ('ءزمة', 97), ('المملكة', 91), ('عنا', 79), ('الوباء', 79), ('يارب', 73), ('ءثبتت', 73), ('عمان', 70), ('الكويت', 70), ('ءلى', 67), ('البيت', 67), ('كلنا', 67), ('قوية', 67), ('سعود', 62), ('المسلمين', 59), ('العقول', 58)]"
optimism,0.1609742193566142,"[('اللهم', 2728), ('المدينه', 1483), ('يارب', 1411), ('البيت', 1076), ('رمضان', 1025), ('عنا', 915), ('الخير', 859), ('ءلى', 819), ('المدينة', 746), ('الوباء', 743), ('كلنا', 737), ('الصحة', 725), ('البلاء', 684), ('السعودية', 681), ('ءلا', 619), ('مسءول', 618), ('خليك', 605), ('المسلمين', 601), ('خلك', 590), ('عمان', 570)]"
confident,0.0958493459009465,"[('اللهم', 1928), ('المدينه', 1157), ('يارب', 800), ('الخير', 787), ('رمضان', 770), ('المدينة', 748), ('البيت', 743), ('السعودية', 641), ('عنا', 616), ('الكويت', 553), ('شكرا', 552), ('خليك', 489), ('كلنا', 453), ('المسلمين', 449), ('السعوديه', 422), ('البلاء', 417), ('خلك', 408), ('الدمام', 386), ('ءلى', 371), ('الوباء', 368)]"
empathetic,0.30007961235662406,"[('السعودية', 2267), ('للوقاية', 2043), ('اللهم', 1934), ('عدوى', 1801), ('قناة', 1799), ('البيت', 1795), ('ونصاءح', 1635), ('الكويت', 1510), ('رمضان', 1478), ('المدينه', 1434), ('الصحة', 1319), ('الرياض', 1301), ('خليك', 1254), ('الرياضية', 1191), ('الخير', 1106), ('كلنا', 1095), ('ءلى', 1062), ('المدينة', 1058), ('نمشي', 985), ('التجول', 981)]"
surprise,0.002358884640712383,"[('نمشي', 35), ('السعودية', 34), ('مفاجءة', 33), ('نسناس', 32), ('فوغا', 29), ('الصين', 29), ('ماكس', 28), ('فيكتوريا', 27), ('سيكريت', 27), ('زافول', 27), ('الرياض', 27), ('ستايلي', 26), ('عروض', 26), ('كلوسيت', 25), ('ذابالم', 25), ('جدة', 24), ('الامارات', 24), ('ستريت', 22), ('اكوادك', 21), ('عندنا', 21)]"
