Entity,Code,Date,TotalTests
Argentina,ARG,08-Apr-20,13330
Argentina,ARG,09-Apr-20,14850
Argentina,ARG,10-Apr-20,16379
Argentina,ARG,11-Apr-20,18027
Argentina,ARG,13-Apr-20,19758
Argentina,ARG,14-Apr-20,22805
Argentina,ARG,15-Apr-20,24374
Argentina,ARG,16-Apr-20,26457
Argentina,ARG,17-Apr-20,28650
Argentina,ARG,18-Apr-20,30942
Argentina,ARG,19-Apr-20,32712
Argentina,ARG,20-Apr-20,34568
Argentina,ARG,21-Apr-20,36611
Argentina,ARG,22-Apr-20,39228
Argentina,ARG,23-Apr-20,41786
Argentina,ARG,24-Apr-20,44654
Argentina,ARG,25-Apr-20,47406
Argentina,ARG,26-Apr-20,49905
Argentina,ARG,27-Apr-20,51900
Argentina,ARG,28-Apr-20,53600
Argentina,ARG,29-Apr-20,56058
Argentina,ARG,30-Apr-20,58685
Argentina,ARG,01-May-20,61530
Argentina,ARG,02-May-20,63866
Argentina,ARG,03-May-20,65813
Argentina,ARG,04-May-20,67920
Argentina,ARG,05-May-20,69718
Argentina,ARG,06-May-20,72315
Argentina,ARG,07-May-20,75198
Argentina,ARG,08-May-20,77901
Argentina,ARG,09-May-20,80729
Argentina,ARG,10-May-20,83018
Argentina,ARG,11-May-20,85158
Argentina,ARG,12-May-20,87547
Argentina,ARG,13-May-20,90474
Argentina,ARG,14-May-20,93673
Argentina,ARG,15-May-20,96893
Argentina,ARG,16-May-20,100362
Argentina,ARG,17-May-20,103220
Argentina,ARG,18-May-20,105829
Argentina,ARG,20-May-20,112370
Australia,AUS,22-Mar-20,143056
Australia,AUS,29-Mar-20,211261
Australia,AUS,05-Apr-20,297154
Australia,AUS,06-Apr-20,302663
Australia,AUS,07-Apr-20,310700
Australia,AUS,08-Apr-20,319368
Australia,AUS,09-Apr-20,330134
Australia,AUS,10-Apr-20,338346
Australia,AUS,11-Apr-20,347847
Australia,AUS,12-Apr-20,353941
Australia,AUS,13-Apr-20,362136
Australia,AUS,14-Apr-20,366493
Australia,AUS,15-Apr-20,371377
Australia,AUS,16-Apr-20,380003
Australia,AUS,17-Apr-20,391530
Australia,AUS,18-Apr-20,406510
Australia,AUS,19-Apr-20,420996
Australia,AUS,20-Apr-20,431734
Australia,AUS,21-Apr-20,439842
Australia,AUS,22-Apr-20,452441
Australia,AUS,23-Apr-20,466659
Australia,AUS,24-Apr-20,482370
Australia,AUS,25-Apr-20,494257
Australia,AUS,26-Apr-20,506449
Australia,AUS,27-Apr-20,517063
Australia,AUS,28-Apr-20,530679
Australia,AUS,29-Apr-20,544410
Australia,AUS,30-Apr-20,563641
Australia,AUS,01-May-20,588868
Australia,AUS,02-May-20,611583
Australia,AUS,03-May-20,633107
Australia,AUS,04-May-20,650214
Australia,AUS,05-May-20,664756
Australia,AUS,06-May-20,688656
Australia,AUS,07-May-20,722549
Australia,AUS,08-May-20,757250
Australia,AUS,09-May-20,795456
Australia,AUS,10-May-20,827872
Australia,AUS,11-May-20,855119
Australia,AUS,12-May-20,877927
Australia,AUS,13-May-20,909025
Australia,AUS,14-May-20,943480
Australia,AUS,15-May-20,983816
Australia,AUS,16-May-20,1015652
Australia,AUS,17-May-20,1042126
Australia,AUS,18-May-20,1062034
Australia,AUS,19-May-20,1085870
Australia,AUS,20-May-20,1111567
Austria,AUT,25-Feb-20,218
Austria,AUT,26-Feb-20,321
Austria,AUT,27-Feb-20,447
Austria,AUT,28-Feb-20,763
Austria,AUT,29-Feb-20,1649
Austria,AUT,03-Mar-20,2683
Austria,AUT,04-Mar-20,3138
Austria,AUT,05-Mar-20,3711
Austria,AUT,06-Mar-20,4000
Austria,AUT,07-Mar-20,4308
Austria,AUT,08-Mar-20,4509
Austria,AUT,09-Mar-20,4734
Austria,AUT,10-Mar-20,5026
Austria,AUT,11-Mar-20,5362
Austria,AUT,12-Mar-20,5869
Austria,AUT,13-Mar-20,6582
Austria,AUT,14-Mar-20,7467
Austria,AUT,15-Mar-20,8167
Austria,AUT,16-Mar-20,8490
Austria,AUT,17-Mar-20,10278
Austria,AUT,18-Mar-20,11977
Austria,AUT,19-Mar-20,13724
Austria,AUT,20-Mar-20,15613
Austria,AUT,21-Mar-20,18545
Austria,AUT,22-Mar-20,21368
Austria,AUT,23-Mar-20,23429
Austria,AUT,24-Mar-20,28391
Austria,AUT,25-Mar-20,32407
Austria,AUT,26-Mar-20,35995
Austria,AUT,27-Mar-20,39552
Austria,AUT,28-Mar-20,42750
Austria,AUT,29-Mar-20,46441
Austria,AUT,30-Mar-20,49455
Austria,AUT,31-Mar-20,52344
Austria,AUT,01-Apr-20,55863
Austria,AUT,02-Apr-20,92190
Austria,AUT,03-Apr-20,98343
Austria,AUT,04-Apr-20,104134
Austria,AUT,05-Apr-20,108416
Austria,AUT,06-Apr-20,111296
Austria,AUT,07-Apr-20,115235
Austria,AUT,08-Apr-20,120755
Austria,AUT,09-Apr-20,126287
Austria,AUT,10-Apr-20,134743
Austria,AUT,11-Apr-20,140975
Austria,AUT,12-Apr-20,144877
Austria,AUT,13-Apr-20,148412
Austria,AUT,14-Apr-20,151796
Austria,AUT,15-Apr-20,156801
Austria,AUT,16-Apr-20,162816
Austria,AUT,17-Apr-20,169272
Austria,AUT,18-Apr-20,175932
Austria,AUT,19-Apr-20,179243
Austria,AUT,20-Apr-20,182949
Austria,AUT,21-Apr-20,189018
Austria,AUT,22-Apr-20,201794
Austria,AUT,23-Apr-20,205835
Austria,AUT,24-Apr-20,212686
Austria,AUT,25-Apr-20,221089
Austria,AUT,26-Apr-20,227631
Austria,AUT,27-Apr-20,232537
Austria,AUT,28-Apr-20,239578
Austria,AUT,29-Apr-20,247754
