Entity,Code,Date,TotalTests
Thailand,THA,01-May-20,4164
Thailand,THA,02-May-20,2210
Thailand,THA,03-May-20,2523
Thailand,THA,04-May-20,3500
Thailand,THA,05-May-20,3859
Thailand,THA,06-May-20,3693
Thailand,THA,07-May-20,3471
Thailand,THA,08-May-20,3853
Thailand,THA,09-May-20,3351
Thailand,THA,10-May-20,3409
Thailand,THA,11-May-20,3454
Tunisia,TUN,11-Mar-20,71
Tunisia,TUN,12-Mar-20,42
Tunisia,TUN,13-Mar-20,70
Tunisia,TUN,14-Mar-20,31
Tunisia,TUN,15-Mar-20,70
Tunisia,TUN,16-Mar-20,67
Tunisia,TUN,17-Mar-20,70
Tunisia,TUN,18-Mar-20,86
Tunisia,TUN,19-Mar-20,79
Tunisia,TUN,20-Mar-20,126
Tunisia,TUN,21-Mar-20,135
Tunisia,TUN,22-Mar-20,132
Tunisia,TUN,23-Mar-20,138
Tunisia,TUN,24-Mar-20,229
Tunisia,TUN,25-Mar-20,309
Tunisia,TUN,26-Mar-20,282
Tunisia,TUN,27-Mar-20,724
Tunisia,TUN,28-Mar-20,536
Tunisia,TUN,29-Mar-20,447
Tunisia,TUN,30-Mar-20,442
Tunisia,TUN,31-Mar-20,550
Tunisia,TUN,01-Apr-20,674
Tunisia,TUN,02-Apr-20,606
Tunisia,TUN,03-Apr-20,749
Tunisia,TUN,04-Apr-20,658
Tunisia,TUN,05-Apr-20,580
Tunisia,TUN,06-Apr-20,549
Tunisia,TUN,07-Apr-20,604
Tunisia,TUN,08-Apr-20,692
Tunisia,TUN,09-Apr-20,571
Tunisia,TUN,10-Apr-20,589
Tunisia,TUN,11-Apr-20,562
Tunisia,TUN,12-Apr-20,587
Tunisia,TUN,13-Apr-20,590
Tunisia,TUN,14-Apr-20,722
Tunisia,TUN,15-Apr-20,793
Tunisia,TUN,16-Apr-20,710
Tunisia,TUN,17-Apr-20,692
Tunisia,TUN,18-Apr-20,766
Tunisia,TUN,19-Apr-20,1200
Tunisia,TUN,20-Apr-20,878
Tunisia,TUN,21-Apr-20,425
Tunisia,TUN,22-Apr-20,550
Tunisia,TUN,23-Apr-20,438
Tunisia,TUN,24-Apr-20,559
Tunisia,TUN,25-Apr-20,410
Tunisia,TUN,26-Apr-20,263
Tunisia,TUN,27-Apr-20,396
Tunisia,TUN,28-Apr-20,585
Tunisia,TUN,29-Apr-20,895
Tunisia,TUN,30-Apr-20,569
Tunisia,TUN,01-May-20,529
Tunisia,TUN,02-May-20,351
Tunisia,TUN,03-May-20,447
Tunisia,TUN,04-May-20,312
Tunisia,TUN,05-May-20,390
Tunisia,TUN,08-May-20,1877
Tunisia,TUN,09-May-20,3521
Turkey,TUR,19-Mar-20,1981
Turkey,TUR,20-Mar-20,3656
Turkey,TUR,21-Mar-20,2952
Turkey,TUR,22-Mar-20,1738
Turkey,TUR,23-Mar-20,3672
Turkey,TUR,24-Mar-20,3952
Turkey,TUR,25-Mar-20,5035
Turkey,TUR,26-Mar-20,7286
Turkey,TUR,27-Mar-20,7533
Turkey,TUR,28-Mar-20,7641
Turkey,TUR,29-Mar-20,9982
Turkey,TUR,30-Mar-20,11535
Turkey,TUR,31-Mar-20,15422
Turkey,TUR,01-Apr-20,14396
Turkey,TUR,02-Apr-20,18757
Turkey,TUR,03-Apr-20,16160
Turkey,TUR,04-Apr-20,19664
Turkey,TUR,05-Apr-20,20065
Turkey,TUR,06-Apr-20,21400
Turkey,TUR,07-Apr-20,26023
Turkey,TUR,08-Apr-20,18900
Turkey,TUR,09-Apr-20,28570
Turkey,TUR,10-Apr-20,30872
Turkey,TUR,11-Apr-20,33170
Turkey,TUR,12-Apr-20,35720
Turkey,TUR,13-Apr-20,34456
Turkey,TUR,14-Apr-20,33070
Turkey,TUR,15-Apr-20,34090
Turkey,TUR,16-Apr-20,40427
Turkey,TUR,17-Apr-20,40270
Turkey,TUR,18-Apr-20,40520
Turkey,TUR,19-Apr-20,35344
Turkey,TUR,20-Apr-20,39703
Turkey,TUR,21-Apr-20,39429
Turkey,TUR,22-Apr-20,37535
Turkey,TUR,23-Apr-20,40962
Turkey,TUR,24-Apr-20,38351
Turkey,TUR,25-Apr-20,38308
Turkey,TUR,26-Apr-20,30177
Turkey,TUR,27-Apr-20,20143
Turkey,TUR,28-Apr-20,29230
Turkey,TUR,29-Apr-20,43498
Turkey,TUR,30-Apr-20,42004
Turkey,TUR,01-May-20,41431
Turkey,TUR,04-May-20,35771
Turkey,TUR,05-May-20,33283
Turkey,TUR,06-May-20,30303
Turkey,TUR,07-May-20,30395
Turkey,TUR,08-May-20,33687
Turkey,TUR,09-May-20,35605
Turkey,TUR,10-May-20,36187
Turkey,TUR,11-May-20,32722
Turkey,TUR,12-May-20,37351
Uganda,UGA,07-Apr-20,150
Uganda,UGA,08-Apr-20,214
Uganda,UGA,09-Apr-20,338
Uganda,UGA,10-Apr-20,439
Uganda,UGA,13-Apr-20,639
Uganda,UGA,14-Apr-20,997
Uganda,UGA,15-Apr-20,1032
Uganda,UGA,16-Apr-20,1162
Uganda,UGA,17-Apr-20,1120
Uganda,UGA,18-Apr-20,1126
Uganda,UGA,19-Apr-20,1464
Uganda,UGA,20-Apr-20,1177
Uganda,UGA,21-Apr-20,1019
Uganda,UGA,22-Apr-20,1296
Uganda,UGA,23-Apr-20,1331
Uganda,UGA,24-Apr-20,1533
Uganda,UGA,25-Apr-20,1408
Uganda,UGA,26-Apr-20,1989
Uganda,UGA,27-Apr-20,2557
Uganda,UGA,28-Apr-20,2400
Uganda,UGA,29-Apr-20,2002
Uganda,UGA,30-Apr-20,2701
Uganda,UGA,01-May-20,2454
Uganda,UGA,02-May-20,2484
Uganda,UGA,03-May-20,2930
Uganda,UGA,04-May-20,2246
Uganda,UGA,05-May-20,2632
Uganda,UGA,06-May-20,3509
Uganda,UGA,07-May-20,3809
Uganda,UGA,08-May-20,3161
Uganda,UGA,09-May-20,2565
Uganda,UGA,10-May-20,1839
Uganda,UGA,11-May-20,2854
Ukraine,UKR,10-Apr-20,2914
Ukraine,UKR,17-Apr-20,4273
Ukraine,UKR,27-Apr-20,4146
Ukraine,UKR,28-Apr-20,5200
Ukraine,UKR,29-Apr-20,5825
Ukraine,UKR,30-Apr-20,7315
Ukraine,UKR,01-May-20,6686
Ukraine,UKR,02-May-20,4207
Ukraine,UKR,03-May-20,6971
Ukraine,UKR,04-May-20,4869
Ukraine,UKR,05-May-20,5167
Ukraine,UKR,06-May-20,4524
Ukraine,UKR,07-May-20,7286
Ukraine,UKR,08-May-20,7586
Ukraine,UKR,09-May-20,7952
Ukraine,UKR,10-May-20,9296
Ukraine,UKR,11-May-20,5149
Ukraine,UKR,12-May-20,5755
United Kingdom,GBR,26-Jan-20,21
United Kingdom,GBR,27-Jan-20,21
United Kingdom,GBR,28-Jan-20,24
United Kingdom,GBR,29-Jan-20,33
United Kingdom,GBR,30-Jan-20,31
United Kingdom,GBR,31-Jan-20,16
United Kingdom,GBR,01-Feb-20,26
United Kingdom,GBR,02-Feb-20,63
United Kingdom,GBR,03-Feb-20,60
United Kingdom,GBR,04-Feb-20,90
United Kingdom,GBR,05-Feb-20,52
United Kingdom,GBR,06-Feb-20,98
United Kingdom,GBR,07-Feb-20,54
United Kingdom,GBR,08-Feb-20,66
United Kingdom,GBR,09-Feb-20,109
United Kingdom,GBR,10-Feb-20,319
United Kingdom,GBR,11-Feb-20,244
United Kingdom,GBR,12-Feb-20,400
United Kingdom,GBR,13-Feb-20,763
United Kingdom,GBR,14-Feb-20,443
United Kingdom,GBR,15-Feb-20,28
United Kingdom,GBR,16-Feb-20,117
United Kingdom,GBR,17-Feb-20,1392
United Kingdom,GBR,18-Feb-20,415
United Kingdom,GBR,19-Feb-20,291
United Kingdom,GBR,20-Feb-20,342
United Kingdom,GBR,21-Feb-20,336
United Kingdom,GBR,22-Feb-20,267
United Kingdom,GBR,23-Feb-20,172
United Kingdom,GBR,24-Feb-20,212
United Kingdom,GBR,25-Feb-20,259
United Kingdom,GBR,26-Feb-20,337
United Kingdom,GBR,27-Feb-20,558
United Kingdom,GBR,28-Feb-20,1296
United Kingdom,GBR,29-Feb-20,1497
United Kingdom,GBR,01-Mar-20,1267
United Kingdom,GBR,02-Mar-20,1775
United Kingdom,GBR,03-Mar-20,386
United Kingdom,GBR,04-Mar-20,2748
United Kingdom,GBR,05-Mar-20,1424
United Kingdom,GBR,06-Mar-20,2255
United Kingdom,GBR,07-Mar-20,1122
United Kingdom,GBR,08-Mar-20,2053
United Kingdom,GBR,09-Mar-20,1447
United Kingdom,GBR,10-Mar-20,1301
United Kingdom,GBR,11-Mar-20,1215
United Kingdom,GBR,12-Mar-20,2288
United Kingdom,GBR,13-Mar-20,3007
United Kingdom,GBR,14-Mar-20,4975
United Kingdom,GBR,15-Mar-20,2533
United Kingdom,GBR,16-Mar-20,3826
United Kingdom,GBR,17-Mar-20,6337
United Kingdom,GBR,18-Mar-20,5779
United Kingdom,GBR,19-Mar-20,8400
United Kingdom,GBR,20-Mar-20,2355
United Kingdom,GBR,21-Mar-20,5842
United Kingdom,GBR,22-Mar-20,5522
United Kingdom,GBR,23-Mar-20,5605
United Kingdom,GBR,24-Mar-20,6491
United Kingdom,GBR,25-Mar-20,6583
United Kingdom,GBR,26-Mar-20,7847
United Kingdom,GBR,27-Mar-20,8911
United Kingdom,GBR,28-Mar-20,6999
United Kingdom,GBR,29-Mar-20,6961
United Kingdom,GBR,30-Mar-20,7209
United Kingdom,GBR,31-Mar-20,8240
United Kingdom,GBR,01-Apr-20,9793
United Kingdom,GBR,02-Apr-20,10215
United Kingdom,GBR,03-Apr-20,10590
United Kingdom,GBR,04-Apr-20,9406
United Kingdom,GBR,05-Apr-20,12334
United Kingdom,GBR,06-Apr-20,13313
United Kingdom,GBR,07-Apr-20,4344
United Kingdom,GBR,08-Apr-20,12959
United Kingdom,GBR,09-Apr-20,10713
United Kingdom,GBR,10-Apr-20,13543
United Kingdom,GBR,11-Apr-20,12993
United Kingdom,GBR,12-Apr-20,12776
United Kingdom,GBR,13-Apr-20,10745
United Kingdom,GBR,14-Apr-20,11879
United Kingdom,GBR,15-Apr-20,11170
United Kingdom,GBR,16-Apr-20,13839
United Kingdom,GBR,17-Apr-20,13943
United Kingdom,GBR,18-Apr-20,15472
United Kingdom,GBR,19-Apr-20,15944
United Kingdom,GBR,20-Apr-20,14106
United Kingdom,GBR,21-Apr-20,11626
United Kingdom,GBR,22-Apr-20,13522
United Kingdom,GBR,23-Apr-20,14629
United Kingdom,GBR,24-Apr-20,18401
United Kingdom,GBR,25-Apr-20,23115
United Kingdom,GBR,26-Apr-20,25577
United Kingdom,GBR,27-Apr-20,26355
United Kingdom,GBR,28-Apr-20,29571
United Kingdom,GBR,29-Apr-20,33455
United Kingdom,GBR,30-Apr-20,54575
United Kingdom,GBR,01-May-20,73191
United Kingdom,GBR,02-May-20,63667
United Kingdom,GBR,03-May-20,56397
United Kingdom,GBR,04-May-20,62956
United Kingdom,GBR,05-May-20,69839
United Kingdom,GBR,06-May-20,57006
United Kingdom,GBR,07-May-20,65092
United Kingdom,GBR,08-May-20,67443
United Kingdom,GBR,09-May-20,63339
United Kingdom,GBR,10-May-20,64362
United Kingdom,GBR,11-May-20,65337
United Kingdom,GBR,12-May-20,60410
"United Kingdom, tests performed",,06-Apr-20,13069
"United Kingdom, tests performed",,07-Apr-20,14006
"United Kingdom, tests performed",,08-Apr-20,14682
"United Kingdom, tests performed",,09-Apr-20,16095
"United Kingdom, tests performed",,10-Apr-20,19116
"United Kingdom, tests performed",,11-Apr-20,18091
"United Kingdom, tests performed",,12-Apr-20,18000
"United Kingdom, tests performed",,13-Apr-20,14506
"United Kingdom, tests performed",,14-Apr-20,14982
"United Kingdom, tests performed",,15-Apr-20,15994
"United Kingdom, tests performed",,16-Apr-20,18665
"United Kingdom, tests performed",,17-Apr-20,21328
"United Kingdom, tests performed",,18-Apr-20,21389
"United Kingdom, tests performed",,19-Apr-20,21626
"United Kingdom, tests performed",,20-Apr-20,19316
"United Kingdom, tests performed",,21-Apr-20,18206
"United Kingdom, tests performed",,22-Apr-20,22814
"United Kingdom, tests performed",,23-Apr-20,23560
"United Kingdom, tests performed",,24-Apr-20,28532
"United Kingdom, tests performed",,25-Apr-20,28760
"United Kingdom, tests performed",,26-Apr-20,29058
"United Kingdom, tests performed",,27-Apr-20,37024
"United Kingdom, tests performed",,28-Apr-20,43563
"United Kingdom, tests performed",,29-Apr-20,52429
"United Kingdom, tests performed",,30-Apr-20,81611
"United Kingdom, tests performed",,01-May-20,122347
"United Kingdom, tests performed",,02-May-20,105937
"United Kingdom, tests performed",,03-May-20,76496
"United Kingdom, tests performed",,04-May-20,85186
"United Kingdom, tests performed",,05-May-20,84806
"United Kingdom, tests performed",,06-May-20,69463
"United Kingdom, tests performed",,07-May-20,86583
"United Kingdom, tests performed",,08-May-20,97029
"United Kingdom, tests performed",,09-May-20,96878
"United Kingdom, tests performed",,10-May-20,92837
"United Kingdom, tests performed",,11-May-20,100490
"United Kingdom, tests performed",,12-May-20,85293
United States,USA,08-Mar-20,871
United States,USA,09-Mar-20,1796
United States,USA,10-Mar-20,2412
United States,USA,11-Mar-20,3748
United States,USA,12-Mar-20,5137
United States,USA,13-Mar-20,9056
United States,USA,14-Mar-20,4500
United States,USA,15-Mar-20,7675
United States,USA,16-Mar-20,17663
United States,USA,17-Mar-20,15574
United States,USA,18-Mar-20,24673
United States,USA,19-Mar-20,27400
United States,USA,20-Mar-20,36155
United States,USA,21-Mar-20,44754
United States,USA,22-Mar-20,44602
United States,USA,23-Mar-20,57135
United States,USA,24-Mar-20,68613
United States,USA,25-Mar-20,83487
United States,USA,26-Mar-20,100464
United States,USA,27-Mar-20,103070
United States,USA,28-Mar-20,104366
United States,USA,29-Mar-20,88780
United States,USA,30-Mar-20,117450
United States,USA,31-Mar-20,111094
United States,USA,01-Apr-20,107582
United States,USA,02-Apr-20,118023
United States,USA,03-Apr-20,132232
United States,USA,04-Apr-20,228797
United States,USA,05-Apr-20,119659
United States,USA,06-Apr-20,150730
United States,USA,07-Apr-20,152745
United States,USA,08-Apr-20,144433
United States,USA,09-Apr-20,165833
United States,USA,10-Apr-20,157787
United States,USA,11-Apr-20,139711
United States,USA,12-Apr-20,140562
United States,USA,13-Apr-20,132993
United States,USA,14-Apr-20,150543
United States,USA,15-Apr-20,136706
United States,USA,16-Apr-20,162126
United States,USA,17-Apr-20,158169
United States,USA,18-Apr-20,142337
United States,USA,19-Apr-20,160390
United States,USA,20-Apr-20,147732
United States,USA,21-Apr-20,148110
United States,USA,22-Apr-20,314891
United States,USA,23-Apr-20,192382
United States,USA,24-Apr-20,232101
United States,USA,25-Apr-20,276915
United States,USA,26-Apr-20,206420
United States,USA,27-Apr-20,189358
United States,USA,28-Apr-20,202778
United States,USA,29-Apr-20,229897
United States,USA,30-Apr-20,229599
United States,USA,01-May-20,296833
United States,USA,02-May-20,252639
United States,USA,03-May-20,248125
United States,USA,04-May-20,232008
United States,USA,05-May-20,258954
United States,USA,06-May-20,242465
United States,USA,07-May-20,304068
United States,USA,08-May-20,299145
United States,USA,09-May-20,296494
United States,USA,10-May-20,273662
United States,USA,11-May-20,388296
"United States, specimens tested (CDC)",,18-Jan-20,4
"United States, specimens tested (CDC)",,20-Jan-20,7
"United States, specimens tested (CDC)",,21-Jan-20,3
"United States, specimens tested (CDC)",,22-Jan-20,10
"United States, specimens tested (CDC)",,23-Jan-20,36
"United States, specimens tested (CDC)",,24-Jan-20,53
"United States, specimens tested (CDC)",,25-Jan-20,101
"United States, specimens tested (CDC)",,26-Jan-20,79
"United States, specimens tested (CDC)",,27-Jan-20,77
"United States, specimens tested (CDC)",,28-Jan-20,65
"United States, specimens tested (CDC)",,29-Jan-20,102
"United States, specimens tested (CDC)",,30-Jan-20,256
"United States, specimens tested (CDC)",,31-Jan-20,63
"United States, specimens tested (CDC)",,01-Feb-20,313
"United States, specimens tested (CDC)",,02-Feb-20,34
"United States, specimens tested (CDC)",,03-Feb-20,132
"United States, specimens tested (CDC)",,04-Feb-20,95
"United States, specimens tested (CDC)",,05-Feb-20,108
"United States, specimens tested (CDC)",,06-Feb-20,78
"United States, specimens tested (CDC)",,07-Feb-20,93
"United States, specimens tested (CDC)",,08-Feb-20,79
"United States, specimens tested (CDC)",,09-Feb-20,43
"United States, specimens tested (CDC)",,10-Feb-20,41
"United States, specimens tested (CDC)",,11-Feb-20,102
"United States, specimens tested (CDC)",,12-Feb-20,58
"United States, specimens tested (CDC)",,13-Feb-20,53
"United States, specimens tested (CDC)",,14-Feb-20,44
"United States, specimens tested (CDC)",,15-Feb-20,57
"United States, specimens tested (CDC)",,16-Feb-20,25
"United States, specimens tested (CDC)",,17-Feb-20,36
"United States, specimens tested (CDC)",,18-Feb-20,45
"United States, specimens tested (CDC)",,19-Feb-20,72
"United States, specimens tested (CDC)",,20-Feb-20,63
"United States, specimens tested (CDC)",,21-Feb-20,256
"United States, specimens tested (CDC)",,22-Feb-20,259
"United States, specimens tested (CDC)",,23-Feb-20,71
"United States, specimens tested (CDC)",,24-Feb-20,79
"United States, specimens tested (CDC)",,25-Feb-20,70
"United States, specimens tested (CDC)",,26-Feb-20,113
"United States, specimens tested (CDC)",,27-Feb-20,211
"United States, specimens tested (CDC)",,28-Feb-20,280
"United States, specimens tested (CDC)",,29-Feb-20,375
"United States, specimens tested (CDC)",,01-Mar-20,304
"United States, specimens tested (CDC)",,02-Mar-20,679
"United States, specimens tested (CDC)",,03-Mar-20,917
"United States, specimens tested (CDC)",,04-Mar-20,1338
"United States, specimens tested (CDC)",,05-Mar-20,1875
"United States, specimens tested (CDC)",,06-Mar-20,2053
"United States, specimens tested (CDC)",,07-Mar-20,1815
"United States, specimens tested (CDC)",,08-Mar-20,1912
"United States, specimens tested (CDC)",,09-Mar-20,3884
"United States, specimens tested (CDC)",,10-Mar-20,4242
"United States, specimens tested (CDC)",,11-Mar-20,5166
"United States, specimens tested (CDC)",,12-Mar-20,7397
"United States, specimens tested (CDC)",,13-Mar-20,7767
"United States, specimens tested (CDC)",,14-Mar-20,6775
"United States, specimens tested (CDC)",,15-Mar-20,6571
"United States, specimens tested (CDC)",,16-Mar-20,12497
"United States, specimens tested (CDC)",,17-Mar-20,12192
"United States, specimens tested (CDC)",,18-Mar-20,11200
"United States, specimens tested (CDC)",,19-Mar-20,11059
"United States, specimens tested (CDC)",,20-Mar-20,10766
"United States, specimens tested (CDC)",,21-Mar-20,6287
"United States, specimens tested (CDC)",,22-Mar-20,5513
"United States, specimens tested (CDC)",,23-Mar-20,10309
"United States, specimens tested (CDC)",,24-Mar-20,10281
"United States, specimens tested (CDC)",,25-Mar-20,10873
"United States, specimens tested (CDC)",,26-Mar-20,11680
"United States, specimens tested (CDC)",,27-Mar-20,11388
"United States, specimens tested (CDC)",,28-Mar-20,7768
"United States, specimens tested (CDC)",,29-Mar-20,6403
"United States, specimens tested (CDC)",,30-Mar-20,12528
"United States, specimens tested (CDC)",,31-Mar-20,12933
"United States, specimens tested (CDC)",,01-Apr-20,12703
"United States, specimens tested (CDC)",,02-Apr-20,13794
"United States, specimens tested (CDC)",,03-Apr-20,14116
"United States, specimens tested (CDC)",,04-Apr-20,8484
"United States, specimens tested (CDC)",,05-Apr-20,7790
"United States, specimens tested (CDC)",,06-Apr-20,14366
"United States, specimens tested (CDC)",,07-Apr-20,13771
"United States, specimens tested (CDC)",,08-Apr-20,14218
"United States, specimens tested (CDC)",,09-Apr-20,13025
"United States, specimens tested (CDC)",,10-Apr-20,13713
"United States, specimens tested (CDC)",,11-Apr-20,7256
"United States, specimens tested (CDC)",,12-Apr-20,4201
"United States, specimens tested (CDC)",,13-Apr-20,12709
"United States, specimens tested (CDC)",,14-Apr-20,12948
"United States, specimens tested (CDC)",,15-Apr-20,13578
"United States, specimens tested (CDC)",,16-Apr-20,13930
"United States, specimens tested (CDC)",,17-Apr-20,16090
"United States, specimens tested (CDC)",,18-Apr-20,8933
"United States, specimens tested (CDC)",,19-Apr-20,7267
"United States, specimens tested (CDC)",,20-Apr-20,16935
"United States, specimens tested (CDC)",,21-Apr-20,18226
"United States, specimens tested (CDC)",,22-Apr-20,21398
"United States, specimens tested (CDC)",,23-Apr-20,22970
"United States, specimens tested (CDC)",,24-Apr-20,25469
"United States, specimens tested (CDC)",,25-Apr-20,16369
"United States, specimens tested (CDC)",,26-Apr-20,8878
"United States, specimens tested (CDC)",,27-Apr-20,24183
"United States, specimens tested (CDC)",,28-Apr-20,24984
"United States, specimens tested (CDC)",,29-Apr-20,25404
"United States, specimens tested (CDC)",,30-Apr-20,25355
"United States, specimens tested (CDC)",,01-May-20,24753
"United States, specimens tested (CDC)",,02-May-20,12119
"United States, specimens tested (CDC)",,03-May-20,7255
"United States, specimens tested (CDC)",,04-May-20,22804
"United States, specimens tested (CDC)",,05-May-20,24654
"United States, specimens tested (CDC)",,06-May-20,21609
"United States, specimens tested (CDC)",,07-May-20,19675
"United States, specimens tested (CDC)",,08-May-20,14709
"United States, specimens tested (CDC)",,09-May-20,3714
"United States, specimens tested (CDC)",,10-May-20,88
Uruguay,URY,29-Mar-20,200
Uruguay,URY,30-Mar-20,299
Uruguay,URY,31-Mar-20,394
Uruguay,URY,01-Apr-20,289
Uruguay,URY,02-Apr-20,356
Uruguay,URY,03-Apr-20,322
Uruguay,URY,04-Apr-20,277
Uruguay,URY,05-Apr-20,145
Uruguay,URY,06-Apr-20,177
Uruguay,URY,07-Apr-20,342
Uruguay,URY,08-Apr-20,448
Uruguay,URY,09-Apr-20,681
Uruguay,URY,10-Apr-20,640
Uruguay,URY,11-Apr-20,618
Uruguay,URY,12-Apr-20,660
Uruguay,URY,13-Apr-20,462
Uruguay,URY,14-Apr-20,693
Uruguay,URY,15-Apr-20,519
Uruguay,URY,16-Apr-20,791
Uruguay,URY,17-Apr-20,510
Uruguay,URY,18-Apr-20,729
Uruguay,URY,19-Apr-20,348
Uruguay,URY,22-Apr-20,527
Uruguay,URY,23-Apr-20,609
Uruguay,URY,24-Apr-20,610
Uruguay,URY,25-Apr-20,692
Uruguay,URY,26-Apr-20,662
Uruguay,URY,27-Apr-20,567
Uruguay,URY,28-Apr-20,442
Uruguay,URY,29-Apr-20,635
Uruguay,URY,30-Apr-20,876
Uruguay,URY,01-May-20,731
Uruguay,URY,02-May-20,807
Uruguay,URY,03-May-20,610
Uruguay,URY,04-May-20,775
Uruguay,URY,05-May-20,866
Uruguay,URY,06-May-20,1006
Uruguay,URY,07-May-20,845
Uruguay,URY,08-May-20,1042
Uruguay,URY,09-May-20,1140
Uruguay,URY,10-May-20,623
Uruguay,URY,11-May-20,1236
Vietnam,VNM,03-Mar-20,32
Vietnam,VNM,06-Mar-20,84
Vietnam,VNM,12-Mar-20,117
Vietnam,VNM,13-Mar-20,201
Vietnam,VNM,14-Mar-20,446
Vietnam,VNM,15-Mar-20,2280
Vietnam,VNM,16-Mar-20,7
Vietnam,VNM,17-Mar-20,2174
Vietnam,VNM,18-Mar-20,5254
Vietnam,VNM,25-Mar-20,6237
Vietnam,VNM,26-Mar-20,1333
Vietnam,VNM,27-Mar-20,3927
Vietnam,VNM,02-Apr-20,5708
Vietnam,VNM,03-Apr-20,2294
Vietnam,VNM,07-Apr-20,12294
Vietnam,VNM,08-Apr-20,3525
Vietnam,VNM,09-Apr-20,4117
Vietnam,VNM,10-Apr-20,4566
Vietnam,VNM,11-Apr-20,3014
Vietnam,VNM,15-Apr-20,3167
Vietnam,VNM,26-Apr-20,823
Vietnam,VNM,27-Apr-20,778
Zimbabwe,ZWE,07-May-20,333
Zimbabwe,ZWE,08-May-20,600
Zimbabwe,ZWE,09-May-20,852
Zimbabwe,ZWE,10-May-20,279
Zimbabwe,ZWE,11-May-20,726
