Country,Code,Date,TotalConfirmedDeaths,DailyNewConfirmedDeaths
Afghanistan,AFG,31-Dec-19,0,0
Afghanistan,AFG,01-Jan-20,0,0
Afghanistan,AFG,02-Jan-20,0,0
Afghanistan,AFG,03-Jan-20,0,0
Afghanistan,AFG,04-Jan-20,0,0
Afghanistan,AFG,05-Jan-20,0,0
Afghanistan,AFG,06-Jan-20,0,0
Afghanistan,AFG,07-Jan-20,0,0
Afghanistan,AFG,08-Jan-20,0,0
Afghanistan,AFG,09-Jan-20,0,0
Afghanistan,AFG,10-Jan-20,0,0
Afghanistan,AFG,11-Jan-20,0,0
Afghanistan,AFG,12-Jan-20,0,0
Afghanistan,AFG,13-Jan-20,0,0
Afghanistan,AFG,14-Jan-20,0,0
Afghanistan,AFG,15-Jan-20,0,0
Afghanistan,AFG,16-Jan-20,0,0
Afghanistan,AFG,17-Jan-20,0,0
Afghanistan,AFG,18-Jan-20,0,0
Afghanistan,AFG,19-Jan-20,0,0
Afghanistan,AFG,20-Jan-20,0,0
Afghanistan,AFG,21-Jan-20,0,0
Afghanistan,AFG,22-Jan-20,0,0
Afghanistan,AFG,23-Jan-20,0,0
Afghanistan,AFG,24-Jan-20,0,0
Afghanistan,AFG,25-Jan-20,0,0
Afghanistan,AFG,26-Jan-20,0,0
Afghanistan,AFG,27-Jan-20,0,0
Afghanistan,AFG,28-Jan-20,0,0
Afghanistan,AFG,29-Jan-20,0,0
Afghanistan,AFG,30-Jan-20,0,0
Afghanistan,AFG,31-Jan-20,0,0
Afghanistan,AFG,01-Feb-20,0,0
Afghanistan,AFG,02-Feb-20,0,0
Afghanistan,AFG,03-Feb-20,0,0
Afghanistan,AFG,04-Feb-20,0,0
Afghanistan,AFG,05-Feb-20,0,0
Afghanistan,AFG,06-Feb-20,0,0
Afghanistan,AFG,07-Feb-20,0,0
Afghanistan,AFG,08-Feb-20,0,0
Afghanistan,AFG,09-Feb-20,0,0
Afghanistan,AFG,10-Feb-20,0,0
Afghanistan,AFG,11-Feb-20,0,0
Afghanistan,AFG,12-Feb-20,0,0
Afghanistan,AFG,13-Feb-20,0,0
Afghanistan,AFG,14-Feb-20,0,0
Afghanistan,AFG,15-Feb-20,0,0
Afghanistan,AFG,16-Feb-20,0,0
Afghanistan,AFG,17-Feb-20,0,0
Afghanistan,AFG,18-Feb-20,0,0
Afghanistan,AFG,19-Feb-20,0,0
Afghanistan,AFG,20-Feb-20,0,0
Afghanistan,AFG,21-Feb-20,0,0
Afghanistan,AFG,22-Feb-20,0,0
Afghanistan,AFG,23-Feb-20,0,0
Afghanistan,AFG,24-Feb-20,0,0
Afghanistan,AFG,25-Feb-20,0,0
Afghanistan,AFG,26-Feb-20,0,0
Afghanistan,AFG,27-Feb-20,0,0
Afghanistan,AFG,28-Feb-20,0,0
Afghanistan,AFG,29-Feb-20,0,0
Afghanistan,AFG,01-Mar-20,0,0
Afghanistan,AFG,02-Mar-20,0,0
Afghanistan,AFG,08-Mar-20,0,0
Afghanistan,AFG,11-Mar-20,0,0
Afghanistan,AFG,15-Mar-20,0,0
Afghanistan,AFG,16-Mar-20,0,0
Afghanistan,AFG,17-Mar-20,0,0
Afghanistan,AFG,18-Mar-20,0,0
Afghanistan,AFG,19-Mar-20,0,0
Afghanistan,AFG,20-Mar-20,0,0
Afghanistan,AFG,21-Mar-20,0,0
Afghanistan,AFG,22-Mar-20,0,0
Afghanistan,AFG,23-Mar-20,0,0
Afghanistan,AFG,24-Mar-20,1,1
Afghanistan,AFG,25-Mar-20,1,0
Afghanistan,AFG,26-Mar-20,1,0
Afghanistan,AFG,27-Mar-20,1,0
Afghanistan,AFG,28-Mar-20,2,1
Afghanistan,AFG,29-Mar-20,3,1
Afghanistan,AFG,30-Mar-20,4,1
Afghanistan,AFG,31-Mar-20,4,0
Afghanistan,AFG,01-Apr-20,4,0
Afghanistan,AFG,02-Apr-20,4,0
Afghanistan,AFG,03-Apr-20,4,0
Albania,ALB,09-Mar-20,0,0
Albania,ALB,10-Mar-20,0,0
Albania,ALB,11-Mar-20,0,0
Albania,ALB,12-Mar-20,1,1
Albania,ALB,13-Mar-20,1,0
Albania,ALB,14-Mar-20,1,0
Albania,ALB,15-Mar-20,1,0
Albania,ALB,16-Mar-20,1,0
Albania,ALB,17-Mar-20,1,0
Albania,ALB,18-Mar-20,1,0
Albania,ALB,19-Mar-20,2,1
Albania,ALB,20-Mar-20,2,0
Albania,ALB,21-Mar-20,2,0
Albania,ALB,22-Mar-20,2,0
Albania,ALB,23-Mar-20,2,0
Albania,ALB,24-Mar-20,4,2
Albania,ALB,25-Mar-20,5,1
Albania,ALB,26-Mar-20,5,0
Albania,ALB,27-Mar-20,6,1
Albania,ALB,28-Mar-20,9,3
Albania,ALB,29-Mar-20,10,1
Albania,ALB,30-Mar-20,10,0
Albania,ALB,31-Mar-20,12,2
Albania,ALB,01-Apr-20,15,3
Albania,ALB,02-Apr-20,15,0
Albania,ALB,03-Apr-20,16,1
Algeria,DZA,31-Dec-19,0,0
Algeria,DZA,01-Jan-20,0,0
Algeria,DZA,02-Jan-20,0,0
Algeria,DZA,03-Jan-20,0,0
Algeria,DZA,04-Jan-20,0,0
Algeria,DZA,05-Jan-20,0,0
Algeria,DZA,06-Jan-20,0,0
Algeria,DZA,07-Jan-20,0,0
Algeria,DZA,08-Jan-20,0,0
Algeria,DZA,09-Jan-20,0,0
Algeria,DZA,10-Jan-20,0,0
Algeria,DZA,11-Jan-20,0,0
Algeria,DZA,12-Jan-20,0,0
Algeria,DZA,13-Jan-20,0,0
Algeria,DZA,14-Jan-20,0,0
Algeria,DZA,15-Jan-20,0,0
Algeria,DZA,16-Jan-20,0,0
Algeria,DZA,17-Jan-20,0,0
Algeria,DZA,18-Jan-20,0,0
Algeria,DZA,19-Jan-20,0,0
Algeria,DZA,20-Jan-20,0,0
Algeria,DZA,21-Jan-20,0,0
Algeria,DZA,22-Jan-20,0,0
Algeria,DZA,23-Jan-20,0,0
Algeria,DZA,24-Jan-20,0,0
Algeria,DZA,25-Jan-20,0,0
Algeria,DZA,26-Jan-20,0,0
Algeria,DZA,27-Jan-20,0,0
Algeria,DZA,28-Jan-20,0,0
Algeria,DZA,29-Jan-20,0,0
Algeria,DZA,30-Jan-20,0,0
Algeria,DZA,31-Jan-20,0,0
Algeria,DZA,01-Feb-20,0,0
Algeria,DZA,02-Feb-20,0,0
Algeria,DZA,03-Feb-20,0,0
Algeria,DZA,04-Feb-20,0,0
Algeria,DZA,05-Feb-20,0,0
Algeria,DZA,06-Feb-20,0,0
Algeria,DZA,07-Feb-20,0,0
Algeria,DZA,08-Feb-20,0,0
Algeria,DZA,09-Feb-20,0,0
Algeria,DZA,10-Feb-20,0,0
Algeria,DZA,11-Feb-20,0,0
Algeria,DZA,12-Feb-20,0,0
Algeria,DZA,13-Feb-20,0,0
Algeria,DZA,14-Feb-20,0,0
Algeria,DZA,15-Feb-20,0,0
Algeria,DZA,16-Feb-20,0,0
Algeria,DZA,17-Feb-20,0,0
Algeria,DZA,18-Feb-20,0,0
Algeria,DZA,19-Feb-20,0,0
Algeria,DZA,20-Feb-20,0,0
Algeria,DZA,21-Feb-20,0,0
Algeria,DZA,22-Feb-20,0,0
Algeria,DZA,23-Feb-20,0,0
Algeria,DZA,24-Feb-20,0,0
Algeria,DZA,25-Feb-20,0,0
Algeria,DZA,26-Feb-20,0,0
Algeria,DZA,27-Feb-20,0,0
Algeria,DZA,28-Feb-20,0,0
Algeria,DZA,29-Feb-20,0,0
Algeria,DZA,01-Mar-20,0,0
Algeria,DZA,02-Mar-20,0,0
Algeria,DZA,04-Mar-20,0,0
Algeria,DZA,05-Mar-20,0,0
Algeria,DZA,06-Mar-20,0,0
Algeria,DZA,09-Mar-20,0,0
Algeria,DZA,12-Mar-20,0,0
Algeria,DZA,13-Mar-20,1,1
Algeria,DZA,14-Mar-20,2,1
Algeria,DZA,15-Mar-20,2,0
Algeria,DZA,16-Mar-20,4,2
Algeria,DZA,17-Mar-20,4,0
Algeria,DZA,18-Mar-20,5,1
Algeria,DZA,19-Mar-20,6,1
Algeria,DZA,20-Mar-20,7,1
Algeria,DZA,21-Mar-20,10,3
Algeria,DZA,22-Mar-20,10,0
Algeria,DZA,23-Mar-20,15,5
Algeria,DZA,24-Mar-20,17,2
Algeria,DZA,25-Mar-20,17,0
Algeria,DZA,26-Mar-20,17,0
Algeria,DZA,27-Mar-20,21,4
Algeria,DZA,28-Mar-20,21,0
Algeria,DZA,29-Mar-20,26,5
Algeria,DZA,30-Mar-20,29,3
Algeria,DZA,31-Mar-20,31,2
Algeria,DZA,01-Apr-20,35,4
Algeria,DZA,02-Apr-20,58,23
Algeria,DZA,03-Apr-20,58,0
Andorra,AND,03-Mar-20,0,0
Andorra,AND,14-Mar-20,0,0
Andorra,AND,16-Mar-20,0,0
Andorra,AND,17-Mar-20,0,0
Andorra,AND,18-Mar-20,0,0
Andorra,AND,19-Mar-20,0,0
Andorra,AND,20-Mar-20,0,0
Andorra,AND,21-Mar-20,0,0
Andorra,AND,22-Mar-20,0,0
Andorra,AND,23-Mar-20,0,0
Andorra,AND,24-Mar-20,0,0
Andorra,AND,25-Mar-20,0,0
Andorra,AND,26-Mar-20,0,0
Andorra,AND,27-Mar-20,3,3
Andorra,AND,28-Mar-20,3,0
Andorra,AND,29-Mar-20,4,1
Andorra,AND,30-Mar-20,6,2
Andorra,AND,31-Mar-20,8,2
Andorra,AND,01-Apr-20,12,4
Andorra,AND,02-Apr-20,14,2
Andorra,AND,03-Apr-20,15,1
Angola,AGO,22-Mar-20,0,0
Angola,AGO,23-Mar-20,0,0
Angola,AGO,24-Mar-20,0,0
Angola,AGO,25-Mar-20,0,0
Angola,AGO,26-Mar-20,0,0
Angola,AGO,27-Mar-20,0,0
Angola,AGO,28-Mar-20,0,0
Angola,AGO,29-Mar-20,0,0
Angola,AGO,30-Mar-20,2,2
Angola,AGO,31-Mar-20,2,0
Angola,AGO,01-Apr-20,2,0
Angola,AGO,02-Apr-20,2,0
Angola,AGO,03-Apr-20,2,0
Anguilla,AIA,27-Mar-20,0,0
Anguilla,AIA,28-Mar-20,0,0
Anguilla,AIA,29-Mar-20,0,0
Anguilla,AIA,30-Mar-20,0,0
Anguilla,AIA,31-Mar-20,0,0
Anguilla,AIA,01-Apr-20,0,0
Anguilla,AIA,02-Apr-20,0,0
Anguilla,AIA,03-Apr-20,0,0
Antigua and Barbuda,ATG,15-Mar-20,0,0
Antigua and Barbuda,ATG,21-Mar-20,0,0
Antigua and Barbuda,ATG,22-Mar-20,0,0
Antigua and Barbuda,ATG,23-Mar-20,0,0
