Country,Code,Date,TotalConfirmedDeaths,DailyNewConfirmedDeaths
Afghanistan,AFG,31-Dec-19,0,0
Afghanistan,AFG,01-Jan-20,0,0
Afghanistan,AFG,02-Jan-20,0,0
Afghanistan,AFG,03-Jan-20,0,0
Afghanistan,AFG,04-Jan-20,0,0
Afghanistan,AFG,05-Jan-20,0,0
Afghanistan,AFG,06-Jan-20,0,0
Afghanistan,AFG,07-Jan-20,0,0
Afghanistan,AFG,08-Jan-20,0,0
Afghanistan,AFG,09-Jan-20,0,0
Afghanistan,AFG,10-Jan-20,0,0
Afghanistan,AFG,11-Jan-20,0,0
Afghanistan,AFG,12-Jan-20,0,0
Afghanistan,AFG,13-Jan-20,0,0
Afghanistan,AFG,14-Jan-20,0,0
Afghanistan,AFG,15-Jan-20,0,0
Afghanistan,AFG,16-Jan-20,0,0
Afghanistan,AFG,17-Jan-20,0,0
Afghanistan,AFG,18-Jan-20,0,0
Afghanistan,AFG,19-Jan-20,0,0
Afghanistan,AFG,20-Jan-20,0,0
Afghanistan,AFG,21-Jan-20,0,0
Afghanistan,AFG,22-Jan-20,0,0
Afghanistan,AFG,23-Jan-20,0,0
Afghanistan,AFG,24-Jan-20,0,0
Afghanistan,AFG,25-Jan-20,0,0
Afghanistan,AFG,26-Jan-20,0,0
Afghanistan,AFG,27-Jan-20,0,0
Afghanistan,AFG,28-Jan-20,0,0
Afghanistan,AFG,29-Jan-20,0,0
Afghanistan,AFG,30-Jan-20,0,0
Afghanistan,AFG,31-Jan-20,0,0
Afghanistan,AFG,01-Feb-20,0,0
Afghanistan,AFG,02-Feb-20,0,0
Afghanistan,AFG,03-Feb-20,0,0
Afghanistan,AFG,04-Feb-20,0,0
Afghanistan,AFG,05-Feb-20,0,0
Afghanistan,AFG,06-Feb-20,0,0
Afghanistan,AFG,07-Feb-20,0,0
Afghanistan,AFG,08-Feb-20,0,0
Afghanistan,AFG,09-Feb-20,0,0
Afghanistan,AFG,10-Feb-20,0,0
Afghanistan,AFG,11-Feb-20,0,0
Afghanistan,AFG,12-Feb-20,0,0
Afghanistan,AFG,13-Feb-20,0,0
Afghanistan,AFG,14-Feb-20,0,0
Afghanistan,AFG,15-Feb-20,0,0
Afghanistan,AFG,16-Feb-20,0,0
Afghanistan,AFG,17-Feb-20,0,0
Afghanistan,AFG,18-Feb-20,0,0
Afghanistan,AFG,19-Feb-20,0,0
Afghanistan,AFG,20-Feb-20,0,0
Afghanistan,AFG,21-Feb-20,0,0
Afghanistan,AFG,22-Feb-20,0,0
Afghanistan,AFG,23-Feb-20,0,0
Afghanistan,AFG,24-Feb-20,0,0
Afghanistan,AFG,25-Feb-20,0,0
Afghanistan,AFG,26-Feb-20,0,0
Afghanistan,AFG,27-Feb-20,0,0
Afghanistan,AFG,28-Feb-20,0,0
Afghanistan,AFG,29-Feb-20,0,0
Afghanistan,AFG,01-Mar-20,0,0
Afghanistan,AFG,02-Mar-20,0,0
Afghanistan,AFG,08-Mar-20,0,0
Afghanistan,AFG,11-Mar-20,0,0
Afghanistan,AFG,15-Mar-20,0,0
Afghanistan,AFG,16-Mar-20,0,0
Afghanistan,AFG,17-Mar-20,0,0
Afghanistan,AFG,18-Mar-20,0,0
Afghanistan,AFG,19-Mar-20,0,0
Afghanistan,AFG,20-Mar-20,0,0
Afghanistan,AFG,21-Mar-20,0,0
Afghanistan,AFG,22-Mar-20,0,0
Afghanistan,AFG,23-Mar-20,0,0
Afghanistan,AFG,24-Mar-20,1,1
Afghanistan,AFG,25-Mar-20,1,0
Afghanistan,AFG,26-Mar-20,1,0
Afghanistan,AFG,27-Mar-20,1,0
Afghanistan,AFG,28-Mar-20,2,1
Afghanistan,AFG,29-Mar-20,3,1
Afghanistan,AFG,30-Mar-20,4,1
Afghanistan,AFG,31-Mar-20,4,0
Afghanistan,AFG,01-Apr-20,4,0
Afghanistan,AFG,02-Apr-20,4,0
Afghanistan,AFG,03-Apr-20,4,0
Afghanistan,AFG,04-Apr-20,4,0
Afghanistan,AFG,05-Apr-20,5,1
Afghanistan,AFG,06-Apr-20,7,2
Afghanistan,AFG,07-Apr-20,7,0
Africa,,31-Dec-19,0,0
Africa,,01-Jan-20,0,0
Africa,,02-Jan-20,0,0
Africa,,03-Jan-20,0,0
Africa,,04-Jan-20,0,0
Africa,,05-Jan-20,0,0
Africa,,06-Jan-20,0,0
Africa,,07-Jan-20,0,0
Africa,,08-Jan-20,0,0
Africa,,09-Jan-20,0,0
Africa,,10-Jan-20,0,0
Africa,,11-Jan-20,0,0
Africa,,12-Jan-20,0,0
Africa,,13-Jan-20,0,0
Africa,,14-Jan-20,0,0
Africa,,15-Jan-20,0,0
Africa,,16-Jan-20,0,0
Africa,,17-Jan-20,0,0
Africa,,18-Jan-20,0,0
Africa,,19-Jan-20,0,0
Africa,,20-Jan-20,0,0
Africa,,21-Jan-20,0,0
Africa,,22-Jan-20,0,0
Africa,,23-Jan-20,0,0
Africa,,24-Jan-20,0,0
Africa,,25-Jan-20,0,0
Africa,,26-Jan-20,0,0
Africa,,27-Jan-20,0,0
Africa,,28-Jan-20,0,0
Africa,,29-Jan-20,0,0
Africa,,30-Jan-20,0,0
Africa,,31-Jan-20,0,0
Africa,,01-Feb-20,0,0
Africa,,02-Feb-20,0,0
Africa,,03-Feb-20,0,0
Africa,,04-Feb-20,0,0
Africa,,05-Feb-20,0,0
Africa,,06-Feb-20,0,0
Africa,,07-Feb-20,0,0
Africa,,08-Feb-20,0,0
Africa,,09-Feb-20,0,0
Africa,,10-Feb-20,0,0
Africa,,11-Feb-20,0,0
Africa,,12-Feb-20,0,0
Africa,,13-Feb-20,0,0
Africa,,14-Feb-20,0,0
Africa,,15-Feb-20,0,0
Africa,,16-Feb-20,0,0
Africa,,17-Feb-20,0,0
Africa,,18-Feb-20,0,0
Africa,,19-Feb-20,0,0
Africa,,20-Feb-20,0,0
Africa,,21-Feb-20,0,0
Africa,,22-Feb-20,0,0
Africa,,23-Feb-20,0,0
Africa,,24-Feb-20,0,0
Africa,,25-Feb-20,0,0
Africa,,26-Feb-20,0,0
Africa,,27-Feb-20,0,0
Africa,,28-Feb-20,0,0
Africa,,29-Feb-20,0,0
Africa,,01-Mar-20,0,0
Africa,,02-Mar-20,0,0
Africa,,03-Mar-20,0,0
Africa,,04-Mar-20,0,0
Africa,,05-Mar-20,0,0
Africa,,06-Mar-20,0,0
Africa,,07-Mar-20,0,0
Africa,,08-Mar-20,0,0
Africa,,09-Mar-20,1,1
Africa,,10-Mar-20,1,0
Africa,,11-Mar-20,1,0
Africa,,12-Mar-20,2,1
Africa,,13-Mar-20,4,2
Africa,,14-Mar-20,5,1
Africa,,15-Mar-20,6,1
Africa,,16-Mar-20,8,2
Africa,,17-Mar-20,8,0
Africa,,18-Mar-20,12,4
Africa,,19-Mar-20,16,4
Africa,,20-Mar-20,17,1
Africa,,21-Mar-20,24,7
Africa,,22-Mar-20,30,6
Africa,,23-Mar-20,42,12
Africa,,24-Mar-20,52,10
Africa,,25-Mar-20,62,10
Africa,,26-Mar-20,68,6
Africa,,27-Mar-20,80,12
Africa,,28-Mar-20,98,18
Africa,,29-Mar-20,121,23
Africa,,30-Mar-20,141,20
Africa,,31-Mar-20,162,21
Africa,,01-Apr-20,180,18
Africa,,02-Apr-20,224,44
Africa,,03-Apr-20,251,27
Africa,,04-Apr-20,283,32
Africa,,05-Apr-20,379,96
Africa,,06-Apr-20,434,55
Africa,,07-Apr-20,477,43
Albania,ALB,09-Mar-20,0,0
Albania,ALB,10-Mar-20,0,0
Albania,ALB,11-Mar-20,0,0
Albania,ALB,12-Mar-20,1,1
Albania,ALB,13-Mar-20,1,0
Albania,ALB,14-Mar-20,1,0
Albania,ALB,15-Mar-20,1,0
Albania,ALB,16-Mar-20,1,0
Albania,ALB,17-Mar-20,1,0
Albania,ALB,18-Mar-20,1,0
Albania,ALB,19-Mar-20,2,1
Albania,ALB,20-Mar-20,2,0
Albania,ALB,21-Mar-20,2,0
Albania,ALB,22-Mar-20,2,0
Albania,ALB,23-Mar-20,2,0
Albania,ALB,24-Mar-20,4,2
Albania,ALB,25-Mar-20,5,1
Albania,ALB,26-Mar-20,5,0
Albania,ALB,27-Mar-20,6,1
Albania,ALB,28-Mar-20,9,3
Albania,ALB,29-Mar-20,10,1
Albania,ALB,30-Mar-20,10,0
Albania,ALB,31-Mar-20,12,2
Albania,ALB,01-Apr-20,15,3
Albania,ALB,02-Apr-20,15,0
Albania,ALB,03-Apr-20,16,1
Albania,ALB,04-Apr-20,17,1
Albania,ALB,05-Apr-20,19,2
Albania,ALB,06-Apr-20,21,2
Albania,ALB,07-Apr-20,22,1
Algeria,DZA,31-Dec-19,0,0
Algeria,DZA,01-Jan-20,0,0
Algeria,DZA,02-Jan-20,0,0
Algeria,DZA,03-Jan-20,0,0
Algeria,DZA,04-Jan-20,0,0
Algeria,DZA,05-Jan-20,0,0
Algeria,DZA,06-Jan-20,0,0
Algeria,DZA,07-Jan-20,0,0
Algeria,DZA,08-Jan-20,0,0
Algeria,DZA,09-Jan-20,0,0
Algeria,DZA,10-Jan-20,0,0
Algeria,DZA,11-Jan-20,0,0
Algeria,DZA,12-Jan-20,0,0
Algeria,DZA,13-Jan-20,0,0
Algeria,DZA,14-Jan-20,0,0
Algeria,DZA,15-Jan-20,0,0
Algeria,DZA,16-Jan-20,0,0
Algeria,DZA,17-Jan-20,0,0
Algeria,DZA,18-Jan-20,0,0
Algeria,DZA,19-Jan-20,0,0
Algeria,DZA,20-Jan-20,0,0
Algeria,DZA,21-Jan-20,0,0
Algeria,DZA,22-Jan-20,0,0
Algeria,DZA,23-Jan-20,0,0
Algeria,DZA,24-Jan-20,0,0
Algeria,DZA,25-Jan-20,0,0
Algeria,DZA,26-Jan-20,0,0
Algeria,DZA,27-Jan-20,0,0
Algeria,DZA,28-Jan-20,0,0
Algeria,DZA,29-Jan-20,0,0
Algeria,DZA,30-Jan-20,0,0
Algeria,DZA,31-Jan-20,0,0
Algeria,DZA,01-Feb-20,0,0
Algeria,DZA,02-Feb-20,0,0
Algeria,DZA,03-Feb-20,0,0
Algeria,DZA,04-Feb-20,0,0
Algeria,DZA,05-Feb-20,0,0
Algeria,DZA,06-Feb-20,0,0
Algeria,DZA,07-Feb-20,0,0
Algeria,DZA,08-Feb-20,0,0
Algeria,DZA,09-Feb-20,0,0
Algeria,DZA,10-Feb-20,0,0
Algeria,DZA,11-Feb-20,0,0
Algeria,DZA,12-Feb-20,0,0
Algeria,DZA,13-Feb-20,0,0
Algeria,DZA,14-Feb-20,0,0
Algeria,DZA,15-Feb-20,0,0
