"Date","CountryCode","CountryName","S1_School closing","S1_IsGeneral","S2_Workplace closing","S2_IsGeneral","S3_Cancel public events","S3_IsGeneral","S4_Close public transport","S4_IsGeneral","S6_Restrictions on internal movement","S6_IsGeneral","S7_International travel controls","StringencyIndex"
2020-01-01,"AFG","Afghanistan","0","1",NA,NA,"0","1",NA,NA,"0","1","0","0"
2020-01-01,"AGO","Angola","0",NA,"0",NA,"0","1","0","1","0","1","0","0"
2020-01-01,"ARE","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"ARG","Argentina","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"AUS","Australia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","7"
2020-01-01,"AUT","Austria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"BEL","Belgium","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"BGR","Bulgaria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"BLZ","Belize","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"BMU","Bermuda","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"BOL","Bolivia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"BRA","Brazil","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"BRB","Barbados","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"BWA","Botswana","0","1","0",NA,"0",NA,"0",NA,"0",NA,"1","19"
2020-01-01,"CAN","Canada","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"CHE","Switzerland","0","1","0",NA,"0",NA,"0",NA,"0","1","0","0"
2020-01-01,"CHL","Chile","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-01,"CHN","China","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"COL","Colombia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"CRI","Costa Rica","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"CZE","Czech Republic","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"DEU","Germany","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-01,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"DOM","Dominican Republic","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-01,"DZA","Algeria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"ECU","Ecuador","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"ESP","Spain","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"FIN","Finland","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"FRA","France","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"GBR","United Kingdom","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-01,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"GRC","Greece","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"GTM","Guatemala","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"GUY","Guyana","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"HKG","Hong Kong","0","0","0","0","0","0","0","0","0","0","0","14"
2020-01-01,"HND","Honduras","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"HRV","Croatia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"HUN","Hungary","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"IDN","Indonesia","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"IND","India","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"IRL","Ireland","0","1","0","1","0",NA,"0","1","0","1","0","0"
2020-01-01,"IRN","Iran","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"IRQ","Iraq","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"ISL","Iceland","0","0","0","0","0",NA,"0",NA,"0",NA,"1","5"
2020-01-01,"ISR","Israel","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"ITA","Italy","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"JOR","Jordan","0","0","0","0","0","0","0","0","0","1","0","0"
2020-01-01,"JPN","Japan","0","1","0","1","0","1","0","1","0","1","0","0"
2020-01-01,"KAZ","Kazakhstan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"KEN","Kenya","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"KOR","South Korea","0",NA,"0","0","0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"LAO","Laos","0","0",NA,NA,"0","0",NA,NA,NA,NA,NA,NA
2020-01-01,"LBN","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"LKA","Sri Lanka","0",NA,"0","1","0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"MAC","Macao","0","0","0","0","0","0",NA,NA,"0","0","0","14"
2020-01-01,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"MEX","Mexico","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"MKD","Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"MMR","Myanmar","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"MYS","Malaysia","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"NGA","Nigeria","0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0","5"
2020-01-01,"NIC","Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"NLD","Netherlands","0","1","0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"NOR","Norway","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"NZL","New Zealand","0","0","0","0","0","0","0","0",NA,NA,"0","0"
2020-01-01,"OMN","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"PAK","Pakistan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"PAN","Panama","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"PHL","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"PNG","Papua New Guinea","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"POL","Poland","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"PRT","Portugal","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"QAT","Qatar","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"ROU","Romania","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"RUS","Russia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"SGP","Singapore","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"SLV","El Salvador","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"SRB","Serbia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"SVK","Slovak Republic","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-01,"SVN","Slovenia","0","0","0","0","0","0",NA,NA,"0","0","0","0"
2020-01-01,"SWE","Sweden","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"SYR","Syria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"THA","Thailand","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"TWN","Taiwan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"TZA","Tanzania","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"UGA","Uganda","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"USA","United States","0","0","0","0","0","0","0","0","0","0",NA,"0"
2020-01-01,"VEN","Venezuela","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"VNM","Vietnam","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
2020-01-01,"ZAF","South Africa","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-01,"ZWE","Zimbabwe","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"AFG","Afghanistan","0","1",NA,NA,"0","1",NA,NA,"0","1","0","0"
2020-01-02,"AGO","Angola","0",NA,"0",NA,"0","1","0","1","0","1","0","0"
2020-01-02,"ARE","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"ARG","Argentina","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"AUS","Australia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","7"
2020-01-02,"AUT","Austria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"BEL","Belgium","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"BGR","Bulgaria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"BLZ","Belize","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"BMU","Bermuda","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"BOL","Bolivia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"BRA","Brazil","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"BRB","Barbados","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"BWA","Botswana","0","1","0",NA,"0",NA,"0",NA,"0",NA,"1","19"
2020-01-02,"CAN","Canada","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"CHE","Switzerland","0","1","0",NA,"0",NA,"0",NA,"0","1","0","0"
2020-01-02,"CHL","Chile","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-02,"CHN","China","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"COL","Colombia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"CRI","Costa Rica","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"CZE","Czech Republic","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"DEU","Germany","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-02,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"DOM","Dominican Republic","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-02,"DZA","Algeria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"ECU","Ecuador","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"ESP","Spain","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"FIN","Finland","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"FRA","France","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"GBR","United Kingdom","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-02,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"GRC","Greece","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"GTM","Guatemala","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"GUY","Guyana","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"HKG","Hong Kong","0","0","0","0","0","0","0","0","0","0","0","14"
2020-01-02,"HND","Honduras","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"HRV","Croatia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"HUN","Hungary","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"IDN","Indonesia","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"IND","India","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"IRL","Ireland","0","1","0","1","0",NA,"0","1","0","1","0","0"
2020-01-02,"IRN","Iran","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"IRQ","Iraq","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"ISL","Iceland","0","0","0","0","0",NA,"0",NA,"0",NA,"1","5"
2020-01-02,"ISR","Israel","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"ITA","Italy","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"JOR","Jordan","0","0","0","0","0","0","0","0","0","1","0","0"
2020-01-02,"JPN","Japan","0","1","0","1","0","1","0","1","0","1","0","0"
2020-01-02,"KAZ","Kazakhstan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"KEN","Kenya","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"KOR","South Korea","0",NA,"0","0","0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"LAO","Laos","0","0",NA,NA,"0","0",NA,NA,NA,NA,NA,NA
2020-01-02,"LBN","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"LKA","Sri Lanka","0",NA,"0","1","0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"MAC","Macao","0","0","0","0","0","0",NA,NA,"0","0","0","14"
2020-01-02,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"MEX","Mexico","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"MKD","Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"MMR","Myanmar","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"MYS","Malaysia","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"NGA","Nigeria","0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0","5"
2020-01-02,"NIC","Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"NLD","Netherlands","0","1","0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"NOR","Norway","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"NZL","New Zealand","0","0","0","0","0","0","0","0",NA,NA,"0","0"
2020-01-02,"OMN","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"PAK","Pakistan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"PAN","Panama","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"PHL","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"PNG","Papua New Guinea","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"POL","Poland","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"PRT","Portugal","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"QAT","Qatar","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"ROU","Romania","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"RUS","Russia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"SGP","Singapore","0","0","0","0","0","0","0","0","0","0","2","24"
2020-01-02,"SLV","El Salvador","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"SRB","Serbia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"SVK","Slovak Republic","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-02,"SVN","Slovenia","0","0","0","0","0","0",NA,NA,"0","0","0","0"
2020-01-02,"SWE","Sweden","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"SYR","Syria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"THA","Thailand","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"TWN","Taiwan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"TZA","Tanzania","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"UGA","Uganda","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"USA","United States","0","0","0","0","0","0","0","0","0","0",NA,"0"
2020-01-02,"VEN","Venezuela","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"VNM","Vietnam","0","0",NA,NA,"0","0",NA,NA,"0",NA,"0","0"
2020-01-02,"ZAF","South Africa","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-02,"ZWE","Zimbabwe","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"AFG","Afghanistan","0","1",NA,NA,"0","1",NA,NA,"0","1","0","0"
2020-01-03,"AGO","Angola","0",NA,"0",NA,"0","1","0","1","0","1","0","0"
2020-01-03,"ARE","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"ARG","Argentina","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"AUS","Australia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","7"
2020-01-03,"AUT","Austria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"BEL","Belgium","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"BGR","Bulgaria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"BLZ","Belize","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"BMU","Bermuda","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"BOL","Bolivia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"BRA","Brazil","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"BRB","Barbados","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"BWA","Botswana","0","1","0",NA,"0",NA,"0",NA,"0",NA,"1","19"
2020-01-03,"CAN","Canada","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"CHE","Switzerland","0","1","0",NA,"0",NA,"0",NA,"0","1","0","0"
2020-01-03,"CHL","Chile","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-03,"CHN","China","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"COL","Colombia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"CRI","Costa Rica","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"CZE","Czech Republic","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"DEU","Germany","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-03,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"DOM","Dominican Republic","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-03,"DZA","Algeria","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"ECU","Ecuador","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"ESP","Spain","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"FIN","Finland","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"FRA","France","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"GBR","United Kingdom","0","0","0","0","0","0","0",NA,"0","0","0","0"
2020-01-03,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"GRC","Greece","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"GTM","Guatemala","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"GUY","Guyana","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"HKG","Hong Kong","0","0","0","0","0","0","0","0","0","0","1","19"
2020-01-03,"HND","Honduras","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"HRV","Croatia","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"HUN","Hungary","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"IDN","Indonesia","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"IND","India","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"IRL","Ireland","0","1","0","1","0",NA,"0","1","0","1","0","0"
2020-01-03,"IRN","Iran","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"IRQ","Iraq","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"ISL","Iceland","0","0","0","0","0",NA,"0",NA,"0",NA,"1","5"
2020-01-03,"ISR","Israel","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"ITA","Italy","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"JOR","Jordan","0","0","0","0","0","0","0","0","0","1","0","0"
2020-01-03,"JPN","Japan","0","1","0","1","0","1","0","1","0","1","0","0"
2020-01-03,"KAZ","Kazakhstan","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"KEN","Kenya","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"KOR","South Korea","0",NA,"0","0","0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"LAO","Laos","0","0",NA,NA,"0","0",NA,NA,NA,NA,NA,NA
2020-01-03,"LBN","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"LKA","Sri Lanka","0",NA,"0","1","0",NA,"0",NA,"0",NA,"0","0"
2020-01-03,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"MAC","Macao","0","0","0","0","0","0",NA,NA,"0","0","0","14"
2020-01-03,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"MEX","Mexico","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"MKD","Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"MMR","Myanmar","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"MYS","Malaysia","0","0","0","0","0","0","0","0","0","0","0","0"
2020-01-03,"NGA","Nigeria","0",NA,"0",NA,"1",NA,"0",NA,"0",NA,"0","5"
2020-01-03,"NIC","Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0"
