Category,Rate,Hotwords
anger,"[('death', 926), ('case', 488), ('test', 422), ('report', 331), ('die', 321), ('hospital', 306), ('pandemic', 288), ('patient', 251), ('number', 238), ('health', 235), ('symptom', 234), ('news', 229), ('risk', 211), ('crisis', 205), ('care', 202), ('positive', 197), ('infect', 176), ('high', 176), ('outbreak', 173), ('bad', 170)]",0.0411
anticipation,"[('health', 1803), ('fight', 1536), ('work', 1520), ('pandemic', 1444), ('support', 1398), ('stay', 1122), ('today', 1002), ('care', 917), ('crisis', 888), ('fund', 885), ('worker', 875), ('life', 849), ('good', 782), ('safe', 746), ('nurse', 690), ('great', 679), ('hope', 638), ('doctor', 634), ('relief', 624), ('business', 620)]",0.1866
disgust,"[('death', 1807), ('test', 1251), ('dont', 1156), ('lockdown', 1104), ('spread', 1023), ('pandemic', 1015), ('government', 973), ('china', 956), ('die', 930), ('news', 912), ('country', 850), ('health', 778), ('work', 777), ('case', 748), ('fight', 740), ('report', 711), ('patient', 692), ('crisis', 657), ('bad', 608), ('kill', 580)]",0.211
fear,"[('death', 2379), ('test', 1516), ('dont', 1218), ('case', 1190), ('pandemic', 1175), ('die', 1139), ('lockdown', 1103), ('spread', 1055), ('china', 1050), ('news', 1034), ('government', 981), ('report', 953), ('country', 917), ('health', 906), ('patient', 842), ('work', 836), ('fight', 771), ('crisis', 756), ('hospital', 711), ('bad', 651)]",0.2385
confident,[],0.0
empathetic,"[('health', 1917), ('fight', 1680), ('work', 1667), ('pandemic', 1600), ('support', 1417), ('stay', 1121), ('today', 1114), ('test', 1054), ('crisis', 948), ('fund', 948), ('care', 933), ('worker', 921), ('life', 878), ('good', 834), ('update', 786), ('safe', 758), ('news', 737), ('patient', 733), ('nurse', 727), ('case', 722)]",0.2395
optimism,"[('sad', 69), ('lose', 22), ('die', 21), ('feel', 19), ('dont', 16), ('tire', 13), ('family', 12), ('life', 11), ('today', 10), ('hospital', 9), ('death', 9), ('work', 9), ('bad', 8), ('patient', 8), ('health', 8), ('stay', 8), ('sick', 7), ('love', 7), ('heartbreaking', 7), ('happen', 7)]",0.0017
pessimism,"[('love', 173), ('happy', 96), ('health', 75), ('work', 64), ('worker', 48), ('stay', 48), ('life', 46), ('safe', 46), ('today', 35), ('nurse', 34), ('smile', 33), ('god', 32), ('beautiful', 32), ('birthday', 31), ('doctor', 31), ('good', 31), ('hope', 31), ('amaze', 30), ('great', 29), ('share', 28)]",0.0051
sadness,"[('test', 77), ('case', 29), ('positive', 27), ('start', 22), ('work', 22), ('news', 18), ('april', 17), ('video', 17), ('cure', 16), ('china', 15), ('watch', 15), ('come', 14), ('report', 13), ('play', 13), ('plan', 13), ('patient', 12), ('hope', 12), ('model', 11), ('good', 11), ('expect', 11)]",0.0046
surprise,"[('death', 992), ('die', 929), ('bad', 448), ('hospital', 419), ('care', 382), ('dont', 373), ('test', 370), ('health', 363), ('crisis', 353), ('work', 352), ('pandemic', 331), ('patient', 330), ('life', 290), ('report', 276), ('case', 264), ('family', 261), ('country', 252), ('symptom', 249), ('lose', 248), ('number', 235)]",0.0719
trust,[],0.0
