Category,Rate,Hotwords
anger,0.2386,"[('test', 437), ('dont', 376), ('china', 367), ('spread', 289), ('call', 271), ('chinese', 267), ('pandemic', 251), ('work', 228), ('fuck', 217), ('government', 214), ('country', 211), ('death', 210), ('outbreak', 209), ('close', 194), ('news', 183), ('american', 182), ('shit', 179), ('bad', 174), ('case', 173), ('crisis', 155)]"
anticipation,0.0047,"[('test', 17), ('hope', 5), ('positive', 5), ('cure', 5), ('guess', 5), ('tomorrow', 5), ('movie', 5), ('break', 4), ('watch', 4), ('play', 4), ('game', 4), ('day', 4), ('come', 4), ('remember', 3), ('story', 3), ('connect', 3), ('win', 3), ('place', 3), ('news', 3), ('italy', 3)]"
disgust,0.2586,"[('test', 480), ('dont', 394), ('china', 389), ('spread', 290), ('call', 283), ('chinese', 277), ('pandemic', 262), ('death', 258), ('work', 249), ('case', 244), ('outbreak', 233), ('fuck', 218), ('government', 215), ('country', 212), ('close', 206), ('news', 195), ('bad', 192), ('american', 188), ('shit', 180), ('die', 180)]"
fear,0.0434,"[('case', 112), ('test', 110), ('death', 83), ('symptom', 76), ('die', 65), ('pandemic', 64), ('panic', 63), ('dont', 59), ('flu', 58), ('fear', 54), ('work', 52), ('infect', 52), ('risk', 51), ('health', 51), ('china', 45), ('italy', 44), ('hospital', 43), ('sick', 41), ('outbreak', 40), ('bad', 39)]"
confident,0.2028,"[('work', 310), ('stay', 249), ('test', 246), ('support', 231), ('good', 208), ('pandemic', 208), ('update', 203), ('fight', 190), ('spread', 175), ('health', 168), ('great', 166), ('crisis', 159), ('news', 158), ('safe', 151), ('dont', 150), ('today', 149), ('family', 141), ('love', 139), ('business', 137), ('free', 136)]"
empathetic,0.0043,"[('love', 44), ('happy', 14), ('great', 14), ('birthday', 12), ('hope', 9), ('good', 9), ('safe', 8), ('amaze', 7), ('stay', 6), ('today', 6), ('beautiful', 6), ('dont', 5), ('remember', 5), ('work', 5), ('feel', 5), ('song', 5), ('time', 5), ('friend', 5), ('pray', 4), ('family', 4)]"
optimism,0.1606,"[('work', 290), ('stay', 255), ('support', 230), ('good', 200), ('pandemic', 181), ('fight', 175), ('spread', 173), ('test', 169), ('health', 166), ('great', 161), ('safe', 156), ('crisis', 150), ('update', 148), ('family', 145), ('dont', 144), ('love', 137), ('hope', 133), ('business', 130), ('today', 122), ('share', 121)]"
pessimism,0.0025,"[('sad', 24), ('feel', 11), ('bad', 9), ('family', 8), ('die', 6), ('work', 6), ('ive', 5), ('suffer', 4), ('situation', 4), ('today', 3), ('class', 3), ('depressed', 3), ('stay', 3), ('house', 3), ('year', 3), ('isolation', 3), ('gonna', 3), ('watch', 3), ('symptom', 3), ('happen', 3)]"
sadness,0.0844,"[('work', 154), ('die', 147), ('test', 144), ('dont', 121), ('bad', 118), ('death', 112), ('feel', 96), ('cancel', 95), ('close', 90), ('sick', 86), ('life', 80), ('family', 79), ('health', 79), ('symptom', 77), ('school', 77), ('flu', 71), ('pandemic', 71), ('case', 70), ('quarantine', 63), ('care', 62)]"
surprise,0.0,[]
trust,0.0,[]
