Category,Rate,Hotwords
confident,0.21256731540758375,"[('fight', 7664), ('pandemic', 7355), ('great', 7096), ('good', 6123), ('stay', 5466), ('lockdown', 5395), ('support', 5192), ('work', 5026), ('ondrinaivomvaa', 4946), ('crisis', 4671), ('health', 4650), ('times', 4500), ('free', 4345), ('love', 4232), ('safe', 3901), ('hope', 3889), ('pac', 3870), ('live', 3426), ('april', 3245), ('business', 3038)]"
optimistic,0.32597002225729305,"[('pandemic', 18421), ('fight', 12468), ('crisis', 10519), ('health', 9486), ('support', 9278), ('lockdown', 8452), ('stay', 8212), ('good', 8003), ('great', 7696), ('work', 7589), ('ondrinaivomvaa', 6659), ('hope', 6271), ('spread', 6219), ('relief', 6079), ('business', 5949), ('safe', 5686), ('free', 5599), ('response', 5431), ('times', 5368), ('pac', 5218)]"
anticipating,0.37309667298045956,"[('pandemic', 17219), ('lockdown', 11495), ('testing', 8691), ('health', 8651), ('crisis', 7922), ('fight', 6668), ('april', 6519), ('business', 5982), ('work', 5859), ('china', 5820), ('government', 5804), ('test', 5780), ('response', 5741), ('spread', 5660), ('support', 5438), ('post', 5210), ('coronavirus:', 5187), ('live', 5021), ('free', 4920), ('read', 4809)]"
empathetic,0.0175180381048611,"[('love', 2878), ('hope', 764), ('fight', 760), ('great', 732), ('happy', 730), ('family', 712), ('work', 639), ('support', 624), ('good', 605), ('safe', 590), ('birthday', 552), ('times', 544), ('stay', 543), ('god', 533), ('life', 525), ('amazing', 404), ('pandemic', 351), ('continue', 343), ('care', 319), ('ondrinaivomvaa', 309)]"
fearful,0.23405037374421475,"[('pandemic', 20605), ('deaths', 10998), ('lockdown', 7911), ('health', 7796), ('death', 7192), ('crisis', 7059), ('outbreak', 5537), ('china', 5249), ('spread', 5108), ('coronavirus:', 4928), ('risk', 4630), ('government', 4463), ('flu', 4296), ('stay', 4255), ('country', 3833), ('number', 3205), ('fear', 3194), ('care', 3054), ('died', 3008), ('die', 2986)]"
sad,0.28908516738329,"[('deaths', 16716), ('pandemic', 12561), ('death', 10752), ('health', 8506), ('lockdown', 8499), ('died', 8369), ('positive', 7522), ('crisis', 6935), ('patients', 6450), ('hospital', 5865), ('care', 5484), ('die', 5393), ('total', 5307), ('tested', 5274), ('work', 5166), ('country', 5060), ('number', 5008), ('china', 4816), ('government', 4749), ('workers', 4550)]"
angry,0.3198981451213046,"[('china', 13749), ('deaths', 10386), ('lockdown', 10384), ('pandemic', 9356), ('government', 8774), ('death', 7804), ('dont', 7724), ('country', 6585), ('health', 6483), ('testing', 6413), ('response', 5997), ('americans', 5535), ('spread', 5492), ('care', 5278), ('work', 5256), ('crisis', 4978), ('president', 4965), ('media', 4823), ('money', 4700), ('die', 4683)]"
disgusting,0.32940793723537204,"[('china', 12980), ('deaths', 11666), ('pandemic', 10492), ('lockdown', 9907), ('government', 9052), ('death', 8454), ('dont', 8142), ('country', 6869), ('health', 6868), ('testing', 6741), ('americans', 5994), ('care', 5753), ('response', 5718), ('spread', 5658), ('work', 5400), ('die', 5216), ('president', 5184), ('crisis', 5080), ('media', 5077), ('money', 4927)]"
pessimistic,0.04686544426213867,"[('pandemic', 2691), ('sad', 1676), ('deaths', 1590), ('crisis', 1498), ('die', 1488), ('oil', 1311), ('economy', 1203), ('lockdown', 1184), ('health', 1161), ('death', 1155), ('died', 1121), ('work', 944), ('life', 884), ('country', 864), ('economic', 838), ('dont', 810), ('lost', 761), ('patients', 761), ('government', 758), ('vaccine', 567)]"
surprising,0.017438268467062177,"[('deaths', 521), ('positive', 382), ('wow', 364), ('death', 330), ('china', 325), ('shocking', 317), ('surprised', 315), ('understand', 258), ('test', 256), ('tested', 225), ('surprise', 218), ('dont', 216), ('testing', 209), ('lockdown', 204), ('number', 201), ('reports', 201), ('lab', 201), ('thought', 198), ('pandemic', 185), ('crisis', 172)]"
trusting,0.015609823239867301,"[('fight', 1834), ('times', 1590), ('crisis', 1399), ('great', 1203), ('ondrinaivomvaa', 1177), ('pac', 1152), ('tamil', 777), ('nadu', 777), ('hope', 761), ('pandemic', 710), ('power', 612), ('togetherness', 561), ('reduce', 516), ('peoples', 513), ('suffering', 506), ('god', 452), ('good', 444), ('safe', 428), ('work', 422), ('leading', 400)]"
